gene,AML,Adrenocortical,Bladder,Breast,Cervical,Cholangiocarcinoma,Colorectal,DLBCL,Esophageal,Glioblastoma,Head&Neck,Kidney Chromophobe,Kidney Clear Cell,Kidney Papillary,Liver,Low Grade Glioma,Lung Adeno,Lung Squamous,Melanoma,Mesothelioma,Ovarian,Pancreatic,Pheochromocytoma,Prostate,Sarcoma,Stomach,Testicular,Thymoma,Thyroid,Uterine,Uterine Carcinosarcoma,Uveal Melanoma
TNFRSF11A,0.2069,-0.0148,-0.053,-0.0432,0.0346,0.621,0.1859,-0.0113,0.2146,0.2467,-0.0316,-0.0006,0.1255,0.0145,0.0527,0.0638,0.0949,0.0237,-0.0891,0.0415,0.026,0.5297,-0.0173,0.0246,0.3228,0.5547,-0.0363,0.0007,-0.0492,0.0133,-0.0184,-0.0056
SLC2A6,0.3171,0.0769,0.0486,0.0301,0.1887,0.3847,-0.0604,0.2414,0.095,-0.0646,0.1329,-0.0639,0.0923,0.0211,0.1519,-0.0165,-0.188,-0.1901,0.2817,0.254,0.2167,0.4546,0.2942,-0.0937,0.5144,0.1533,0.1535,-0.0412,-0.0922,0.1604,0.0574,-0.0719
SDK2,0.4796,-0.0159,-0.0404,0.0324,-0.1158,0.0355,-0.0247,-0.0191,0.188,0.0374,0.4633,-0.0538,-0.0009,-0.0117,0.0031,0.1805,-0.0602,0.2345,-0.0085,0.0179,0.1189,0.149,0.6117,0.1728,0.1034,0.0547,-0.4336,0.3241,-0.0266,0.1638,0.6168,-0.0259
MUC3A,-0.0,0.0419,-0.09,-0.0414,0.0695,-0.0176,0.5361,0.0,0.6035,0.0171,-0.0221,-0.0,0.6996,1.001,-0.2993,-0.0011,0.4851,-0.0743,0.0002,0.2085,0.0892,1.0204,0.0183,-0.0778,-0.0634,1.4591,0.4781,0.2544,-0.0492,-0.0299,0.0077,-0.0
ZPLD1,-0.0,0.0,0.0,0.1352,-0.0108,1.3999,-0.0,0.052,0.0393,0.0,0.0061,-0.0395,-0.0862,0.0038,-0.0489,0.0,0.2416,0.061,-0.0045,0.0603,-0.0048,0.885,0.0,0.0,0.0799,0.083,-0.044,-0.0,0.0081,0.0,0.1226,0.017
PCDHAC1,0.0,0.017,-0.004,0.0124,-0.1181,0.0141,-0.0019,0.0449,-0.0037,0.0,-0.0017,0.0,0.0118,0.0886,-0.0189,0.0867,0.2023,-0.0195,0.0063,0.0955,0.0332,0.0433,1.1223,0.0043,0.2579,0.0393,-0.0156,-0.0252,0.2759,-0.0053,0.0029,-0.0044
PSEN2,0.0977,0.0011,-0.078,0.1591,-0.0712,0.3444,-0.0317,0.1774,-0.0818,0.1895,-0.132,0.1096,0.0428,0.0527,0.2212,0.0771,0.0541,-0.071,0.3634,0.0212,-0.1755,-0.0703,0.0495,0.0747,-0.0859,0.0503,-0.0299,-0.2408,-0.0184,-0.1224,-0.0461,0.1371
GPRC5D,0.0138,-0.006,0.0728,0.012,0.0831,0.0374,0.1185,-0.0,0.4026,0.0,0.1664,0.0021,-0.0008,-0.0069,-0.0124,-0.0,-0.1878,-0.0764,-0.0265,0.024,0.0135,0.2057,-0.0,-0.0093,-0.0001,0.1333,0.1317,-0.0015,-0.0252,0.0709,0.026,-0.0
SLC6A9,-0.0189,-0.1033,-0.2504,0.1646,0.1055,0.4031,-0.0311,-0.047,0.0218,0.4367,0.2899,-0.0535,0.0218,-0.1111,0.0571,0.4008,-0.1541,-0.0845,-0.5032,0.2688,0.1973,0.1235,-0.4171,-0.1424,0.75,0.1468,0.2181,-0.0587,-0.21,-0.169,-0.1028,-0.1815
PCDHB8,0.0,0.152,0.0224,-0.0077,-0.077,0.7286,-0.011,0.0,0.259,0.4371,0.0311,0.0128,0.2767,0.1061,0.0335,0.2376,-0.0019,0.0094,0.0275,0.0848,0.0054,0.1471,0.2068,0.113,0.2988,0.2593,-0.0782,-0.0189,-0.0154,-0.0943,-0.1032,-0.0079
MC4R,0.0,0.0,-0.0381,0.0056,0.0,0.0,-0.0,-0.1382,-0.0062,-0.0913,0.0,0.0,0.0,0.0,0.0,-0.0681,0.0113,0.057,0.0844,0.1315,0.1308,0.0,1.5169,0.0,0.0704,-0.0,-0.0,0.0359,0.0,0.0677,0.6599,0.0
SLC26A2,0.5245,0.1585,-0.1312,0.0596,-0.0824,0.4836,0.0736,0.0952,0.1366,0.3453,-0.0243,0.0291,0.3314,0.1956,0.1281,0.1345,-0.149,-0.1556,0.1536,0.044,0.0127,0.3148,-0.1184,0.2762,0.2785,0.2231,-0.0738,-0.0414,0.0271,0.2115,0.0889,-0.074
ADORA1,-0.0003,0.0877,-0.0379,0.1035,0.0637,0.4731,0.0331,0.0268,-0.0125,0.1428,-0.0261,-0.0907,-0.1634,0.2247,0.0459,0.0206,0.092,-0.0395,-0.0769,0.1571,0.4503,0.0515,0.3782,-0.0127,0.0565,0.0561,-0.4757,-0.0286,0.4696,0.1342,0.4047,-0.0407
CNNM3,0.3285,-0.1385,-0.1621,0.0534,-0.1474,0.1942,0.0323,-0.0384,0.1051,0.1147,-0.1751,-0.049,0.2209,0.1887,0.0664,0.1815,-0.009,-0.0526,0.1153,-0.0801,-0.0803,0.0616,0.1204,0.0625,-0.0936,0.1513,-0.0424,-0.0028,-0.1012,-0.1683,-0.1772,0.156
CYSLTR1,1.0664,-0.0137,-0.0357,0.0496,-0.0035,0.1258,-0.0514,-0.1094,-0.211,0.2411,-0.0262,0.0091,0.4706,0.0042,0.026,0.1201,0.1104,-0.0396,0.0199,0.0142,0.0254,0.2633,0.0127,0.0259,0.4088,0.065,0.1976,0.0194,-0.0693,-0.0208,-0.0076,-0.0088
SLC5A3,0.4286,-0.1458,-0.0245,0.0659,0.0591,-0.0495,-0.0158,0.2512,0.2059,0.1551,0.0309,0.1998,0.1533,-0.1003,-0.072,0.1714,0.0637,0.0368,0.0973,-0.051,0.0432,0.3021,-0.1576,-0.0413,0.3916,0.1063,-0.0954,-0.1131,0.0404,-0.0245,0.0409,-0.1159
SPPL2A,0.0797,-0.1771,-0.0363,0.1242,0.0326,0.0474,-0.0134,-0.0166,0.2123,0.5655,0.0725,0.1471,0.1572,0.0456,0.1301,0.3702,0.0182,0.0378,0.0259,0.0593,-0.021,0.0922,-0.2115,0.0377,-0.1162,0.1705,0.0307,-0.0442,-0.0176,0.038,-0.0462,-0.301
SEMA5B,0.0185,0.0061,0.0291,0.0229,-0.0547,0.4021,-0.0211,0.0158,0.0639,0.4059,-0.0359,-0.1492,0.8376,0.1704,0.2624,0.4012,-0.0086,0.0374,0.0207,0.1384,0.1338,0.0705,0.2553,-0.033,0.5828,0.1227,0.1729,-0.0205,-0.0748,-0.0701,0.1804,-0.0213
CD19,-0.0589,0.0524,-0.0286,0.0274,0.0578,-0.021,-0.0949,0.5468,0.0526,0.0061,0.0103,-0.0071,-0.0078,-0.0137,-0.0144,0.0043,0.1375,0.0957,0.1937,0.0,-0.0538,0.3288,-0.0056,-0.032,0.0681,0.1218,-0.2112,0.2058,-0.033,0.0262,-0.0257,-0.0182
SLC5A12,-0.0071,-0.0046,0.041,-0.0252,-0.0107,-0.0251,-0.0458,-0.0603,0.8031,0.0,0.2338,-0.0537,-0.0643,-0.6307,-0.0566,0.007,0.0467,0.9277,-0.0337,-0.0024,0.2414,0.0458,0.0,-0.0082,0.083,0.1813,0.0,0.5362,-0.0009,0.012,0.2809,-0.0
LRP12,0.2702,0.0307,-0.1496,0.0743,-0.0946,0.2331,0.0424,0.0229,0.1211,0.1289,0.2047,0.3865,0.3192,0.2581,0.0399,0.1754,0.0508,0.264,0.2391,0.0045,-0.1007,0.2889,0.2738,0.1237,0.1712,0.1013,-0.0422,-0.0139,0.0326,-0.2357,-0.1228,-0.1719
ICAM4,-0.0927,-0.0258,-0.0642,-0.0023,0.2868,0.0482,-0.0093,-0.1041,0.0,0.0106,0.077,0.0015,0.0029,-0.0021,0.0278,0.0018,0.0763,-0.1758,0.106,0.1283,0.0926,0.1133,-0.0008,-0.0039,0.0862,0.0103,0.3511,0.1784,0.668,-0.0194,0.0537,0.0431
TMEM62,0.2917,-0.0519,-0.0416,0.1033,-0.0159,0.3878,0.1212,0.0452,0.0262,0.1413,-0.1377,0.0205,0.1027,0.0764,0.1287,0.1062,0.1588,-0.032,-0.0294,-0.1243,-0.1223,0.3247,0.1001,-0.0522,0.1109,0.1456,0.0291,-0.1027,-0.0042,0.0464,-0.2199,-0.1496
MFSD11,0.1926,-0.0594,0.0207,0.0884,-0.013,0.1636,0.0074,-0.0684,0.1174,0.2453,0.0563,-0.0193,0.1866,0.1529,0.0567,0.2162,0.0195,0.0186,0.0072,-0.0059,-0.003,0.2983,0.1396,0.0568,0.1142,0.1093,-0.205,-0.0364,0.006,-0.1058,-0.0804,-0.0625
FFAR4,0.0826,-0.0,-0.0057,-0.0147,0.0305,0.052,0.5768,0.0,0.0661,0.2182,0.0011,0.0,0.216,0.2294,0.0039,0.067,-0.0569,-0.0367,-0.0012,0.0196,0.0482,0.1985,-0.0,0.0,0.033,0.1281,-0.0085,0.0395,0.0121,0.0099,0.0058,-0.0
TLR10,0.5386,-0.0,0.0,0.1038,0.0229,0.0685,-0.0169,0.2303,0.0481,0.3472,0.0405,0.0,0.1927,0.035,-0.0076,0.1468,0.053,-0.0273,0.0805,0.0547,0.0052,0.1676,-0.0,-0.0072,0.0495,0.1377,0.1754,0.2245,0.03,0.0007,-0.005,-0.0113
MYOF,0.5505,-0.1945,-0.1553,-0.0044,-0.0931,0.9154,0.0843,0.1552,0.0817,0.4606,0.1687,0.0663,0.4039,0.2672,0.11,0.2254,0.06,-0.0267,-0.4556,0.2039,0.0234,0.7514,-0.3571,-0.2478,0.619,0.3372,0.2338,-0.375,0.0559,-0.2365,-0.3705,-0.4727
ROR2,-0.0329,-0.1331,-0.4359,0.0466,-0.4113,0.1485,-0.2794,0.3866,-0.2997,0.0799,-0.0408,-0.0746,0.0052,-0.0624,0.0087,0.0,-0.221,-0.0826,-0.1927,0.4143,-0.2629,0.6048,0.2147,-0.292,1.1178,-0.0752,0.0124,0.0958,-0.2047,-0.3355,-0.2536,-0.0624
GPR18,0.897,-0.0,0.0057,0.0977,0.0272,0.0062,-0.0173,0.2624,0.0492,0.0106,0.0207,0.0,0.2169,0.0251,-0.0041,0.0,0.0337,-0.0067,0.1817,0.048,0.02,0.1632,-0.0,-0.0107,0.072,0.1597,-0.3883,0.5782,-0.0052,0.0287,-0.0016,-0.0266
KCNS1,0.0445,-0.1025,0.0177,-0.0088,1.2433,0.1175,-0.0002,-0.0,0.0902,0.093,0.1696,-0.0,-0.0223,0.8199,0.0,0.0183,-0.0075,-0.0032,-0.0611,0.0783,0.551,0.4318,-0.0137,0.0137,0.1067,0.0824,-0.0249,0.1014,0.0017,0.216,0.5801,0.0567
GPR183,0.4036,-0.1418,-0.1303,-0.0066,0.0357,0.3348,-0.2497,-0.1485,0.0555,0.6323,0.1313,0.1787,0.5509,0.3809,0.0547,0.3637,-0.1394,-0.2471,-0.0025,0.2366,-0.0167,0.7165,-0.042,-0.0796,0.6282,0.2865,0.2239,0.0556,0.139,-0.0107,0.0392,-0.1223
P2RX3,0.0,-0.013,-0.0323,0.0,0.0,-0.0,-0.0028,0.0,0.1704,0.0488,0.0,0.0,0.0334,0.0,-0.0119,0.0297,0.0,0.0,0.0,0.0465,0.0671,0.0353,-0.0845,0.0,0.0712,0.0118,-0.2055,0.0,0.0,-0.0103,0.0289,0.0
GGT3P,0.0,0.0,0.0386,-0.0206,0.0315,0.0558,0.0,0.0,0.0158,-0.0,0.0023,-0.1566,-0.4256,-0.431,0.0037,-0.0,-0.0827,-0.0844,-0.0111,-0.0152,0.0023,-0.0,0.0,0.0053,0.0,-0.0,-0.021,0.0144,-0.4306,0.1309,0.0,-0.0
ATP1A3,0.1574,0.5859,0.0484,0.099,0.0672,0.2129,-0.0772,0.2587,0.0569,-0.5298,0.0158,0.1589,0.0644,0.0347,-0.002,-0.0523,0.0369,0.0258,0.1115,0.1203,0.256,0.2186,2.2805,-0.0006,0.0843,0.1531,-0.6523,0.7846,-0.0051,0.0046,0.2166,0.1631
DLK2,0.2626,-0.002,0.172,-0.0967,0.2094,0.0056,-0.0035,0.028,0.2683,-0.2024,0.7645,-0.0101,0.0926,-0.0016,0.0038,-0.19,0.0467,0.6352,-0.1667,0.1041,-0.0175,0.0094,0.0027,-0.2219,0.2356,0.0343,0.3129,0.5312,-0.0063,-0.0281,0.3917,-0.0039
NRROS,0.5966,-0.0831,-0.1688,-0.1139,-0.0918,0.1253,-0.127,0.0589,-0.1005,0.3564,-0.0596,-0.0023,0.3711,0.0846,0.101,0.3564,-0.2046,-0.234,0.5786,0.092,0.0875,0.3518,0.0278,-0.0821,0.564,0.1755,0.4413,0.3748,0.0747,-0.128,0.0136,0.3864
GJB7,0.0631,-0.0,0.7825,-0.0179,0.068,0.0,-0.0396,0.066,1.1193,0.0,0.6853,0.1664,-0.0015,-0.0171,0.0,0.0,-0.0106,1.0691,-0.0053,-0.0206,0.0339,0.0798,-0.0,-0.0037,0.0,-0.0164,-0.0275,0.6703,-0.0,0.6411,0.2331,-0.0
TNFRSF13B,0.5099,-0.0,0.0145,0.0382,0.0813,-0.0557,-0.0665,0.6066,0.0472,-0.0,0.0585,-0.0091,0.029,0.0026,-0.0047,-0.0031,0.0047,-0.0578,0.5672,0.0577,-0.0069,0.6141,0.0047,-0.0023,0.1019,0.0307,0.1139,0.1858,0.0242,0.0126,-0.0022,-0.0927
FLVCR2,0.4574,-0.2389,-0.0043,-0.0085,-0.0505,-0.2676,-0.2136,-0.1621,0.1363,0.6035,0.0393,0.0379,0.1759,0.2715,-0.103,0.5113,-0.1157,-0.3065,-0.146,-0.0293,-0.0568,0.5754,-0.1913,-0.1354,-0.0167,0.4,-0.2812,-0.1076,-0.0034,-0.061,0.0197,-0.1343
CX3CL1,-0.0,0.137,-0.3723,-0.432,0.0544,0.5511,-0.0283,0.7458,-0.1038,0.0961,-0.0242,0.0912,0.3745,0.3083,0.1521,0.2289,-0.2623,-0.1696,0.0504,-0.3721,-0.0455,0.4898,0.4362,-0.173,0.2634,0.0938,-0.0725,-0.3326,0.0885,0.0433,-0.0661,-0.3323
PODXL,0.4842,-0.209,-0.153,-0.0658,-0.0787,0.6076,0.095,0.2254,0.1435,0.2405,-0.0985,-0.4556,0.0018,-0.6448,0.3449,0.1595,-0.4135,-0.5409,-0.0373,0.3242,0.0852,0.09,0.1589,-0.1114,0.1595,0.3044,0.5594,-0.2419,-0.1625,-0.1502,-0.3838,-0.3447
IGF1R,0.2222,-0.1805,-0.2026,0.178,-0.0605,0.5096,-0.0602,-0.1743,0.1671,-0.0241,0.0812,0.0724,0.1404,0.1344,-0.017,0.186,-0.1069,0.059,0.0969,-0.0543,-0.1344,0.0468,0.076,0.0721,0.1576,0.0165,-0.0591,0.0004,-0.0462,-0.214,-0.1835,0.1074
PHEX,0.0432,0.0022,0.017,0.1024,-0.0258,0.0969,-0.0057,0.0341,0.0182,0.4249,0.0375,-0.0,0.0538,0.0204,0.0156,0.1046,-0.087,-0.1486,0.0286,-0.0004,-0.0076,0.0,-0.0,-0.0009,0.5098,0.0063,0.0034,0.4569,0.1099,-0.1012,-0.1003,-0.0
PCDHA12,0.0,0.0055,-0.0201,0.1005,-0.1332,0.1868,-0.0093,-0.0,-0.0539,-0.0046,-0.0,-0.0417,-0.02,0.0786,-0.0569,0.0098,0.0161,-0.0404,-0.0024,0.8945,0.3879,0.0603,0.1155,0.1036,0.058,0.015,-0.0368,-0.04,0.102,-0.0543,-0.0164,-0.0078
ADORA3,0.076,-0.2292,-0.2247,0.1786,-0.0929,0.246,-0.172,-0.0633,-0.0874,0.7239,-0.0928,0.0138,0.6454,0.4868,0.0156,0.5899,-0.0637,-0.1588,0.3481,0.248,0.0673,0.3598,-0.2599,-0.1227,0.6261,0.0129,-0.0462,0.1103,-0.0034,-0.0729,-0.0312,-0.0933
TLR2,0.8494,-0.1933,-0.1396,-0.1057,0.1011,0.0431,-0.1492,-0.5482,0.1696,0.5333,0.204,0.0914,0.307,0.1753,-0.124,0.2612,-0.3028,-0.4279,0.0772,0.2669,-0.1079,0.3339,-0.2199,-0.1937,0.3923,0.0661,0.0524,-0.1146,0.0184,-0.0389,-0.0681,-0.1268
SPACA4,0.0061,0.0,-0.0065,0.0305,0.1883,0.031,0.0654,0.0,0.6367,0.0,0.0439,-0.0,-0.0031,-0.0,-0.0039,0.0,-0.0349,-0.0698,-0.0,-0.0,0.0485,0.5027,0.0,-0.0116,0.0,0.0611,-0.0876,-0.0,0.0,0.1535,0.0,-0.0
GRM4,-0.0013,0.0,0.0969,0.3818,-0.0425,0.025,-0.0054,-0.001,0.0706,-0.0572,0.0203,-0.0217,-0.0012,-0.01,0.0,-0.2314,-0.0044,0.1005,-0.0032,0.0033,0.2144,0.0083,0.0106,-0.0027,-0.0111,-0.0027,0.1573,0.1815,0.4828,-0.0227,0.2746,-0.0067
MFAP3,0.2799,-0.1386,-0.1419,0.0762,-0.0659,0.2839,0.0771,-0.097,0.1945,0.2999,0.1024,0.26,0.4144,0.1462,0.0814,0.2513,-0.0392,-0.0409,0.1081,0.0045,-0.0192,0.2768,0.0012,0.0578,0.1006,0.2575,-0.0659,-0.1674,-0.093,-0.1624,-0.1154,-0.1607
GPR27,0.9549,0.3405,-0.0687,0.2419,-0.0993,0.8271,-0.0305,-0.0176,-0.1685,-0.3551,-0.1184,-0.12,-0.0935,-0.1407,-0.0238,-0.0956,-0.0846,0.0623,-0.1184,0.0496,0.1983,0.0595,0.8379,0.1277,0.2931,-0.084,0.0661,0.0578,0.2288,-0.0267,0.027,0.0751
ELFN2,0.0,0.0,0.0,0.0,0.0,0.0884,0.0,0.0,0.0,-0.0978,0.0,-0.0,-0.0,0.0,0.0,0.1542,0.0,-0.0,-0.0,0.023,0.0144,0.0175,0.0176,0.0,0.0,0.0,-0.0,0.0,0.0,0.0113,0.0,0.0
CLEC7A,0.6238,-0.2169,-0.0506,0.0497,0.0739,0.116,-0.2003,-0.3894,0.0485,0.5197,0.2991,-0.1501,0.2892,0.0453,-0.0669,0.229,-0.3116,-0.3348,0.0405,0.1535,-0.0081,0.4227,-0.2402,-0.165,0.3461,0.154,0.2506,0.0437,-0.0157,-0.1083,-0.1494,-0.1255
S1PR2,-0.0077,-0.0519,-0.0977,-0.0153,-0.373,0.2019,-0.1453,0.7203,-0.0907,0.4779,-0.0056,0.0076,0.0644,0.0263,0.1408,0.4673,-0.2146,-0.3256,0.1587,0.0735,-0.1364,0.3524,0.0656,-0.2169,0.8533,0.0679,-0.3419,-0.0046,0.0142,-0.0239,0.0601,0.0021
CD109,0.4359,-0.0266,-0.0558,-0.0056,0.1598,0.2149,-0.1003,0.0098,0.1956,0.2707,0.6002,-0.035,0.4909,0.1498,0.1654,0.0753,-0.2009,0.1907,-0.0783,0.0689,0.214,0.815,-0.003,-0.0122,0.7821,0.2698,0.0726,-0.0749,0.095,-0.3051,-0.3585,-0.09
PCDHAC2,0.0,0.0055,-0.0185,0.037,-0.0773,0.0707,0.0004,0.0361,0.0242,-0.0674,-0.0018,0.002,0.1643,0.0116,-0.0224,-0.0006,0.0489,-0.0366,0.0323,0.5333,0.061,0.2327,0.7998,0.0024,0.0877,0.0871,-0.108,-0.0224,0.3294,-0.0203,0.033,-0.0149
FURIN,0.0295,-0.0251,-0.0193,-0.0455,0.0181,-0.086,0.0463,-0.2116,0.1813,0.1395,0.1204,0.1159,0.0119,-0.015,-0.0587,0.1002,-0.0213,-0.0603,0.0138,-0.0078,0.0417,0.148,0.0323,0.0058,0.0974,0.1753,0.302,-0.2054,-0.019,-0.0087,-0.0841,-0.0503
GPR161,0.0843,-0.0309,-0.0805,0.0053,-0.0281,0.3208,-0.1065,0.0501,-0.0606,0.3392,0.1918,-0.0208,0.1881,0.0013,0.0209,0.4048,-0.1559,0.0878,0.3868,0.0624,-0.2237,0.0598,-0.0108,-0.2303,0.7971,0.1947,0.1954,-0.1104,-0.0066,-0.4963,-0.3523,0.5216
LILRA5,0.2427,-0.0397,-0.0045,-0.0528,0.064,-0.0167,-0.0126,-0.7188,0.0127,0.1937,0.0972,-0.0216,0.2454,0.09,-0.0569,-0.005,-0.4558,-0.4395,0.4194,0.2461,-0.0234,0.4583,-0.057,-0.0433,0.2735,0.106,0.4138,-0.0258,-0.0344,-0.0116,-0.0095,-0.0387
LDLR,0.0506,0.2294,0.1132,-0.0157,0.1547,0.1244,0.2203,-0.1046,0.1908,0.1093,0.2816,0.2671,-0.1935,-0.2482,0.0031,0.1064,-0.254,-0.1668,-0.2325,-0.0402,-0.3616,0.5321,-0.5119,0.0591,0.6078,0.1932,0.0889,-0.4185,-0.0956,-0.0924,-0.3043,-0.2882
C5AR1,0.1081,-0.2503,-0.1488,0.0115,-0.048,0.0124,-0.0816,-0.417,0.2366,0.6818,-0.026,-0.0477,0.2122,0.1018,-0.1991,0.2902,-0.3783,-0.4272,0.1418,0.1592,-0.1904,0.4457,-0.2038,-0.1663,0.6599,0.3007,0.0184,-0.1675,-0.0644,-0.1682,-0.1442,-0.1178
NT5E,0.2123,-0.0419,-0.2726,-0.1888,-0.5235,-0.018,0.1063,-0.0402,0.2518,0.3551,0.0601,-0.2306,0.2439,0.1967,0.0776,0.3024,0.3321,-0.0568,-0.0851,0.0532,-0.3727,0.863,0.513,-0.2139,0.8695,0.4413,-0.2507,-0.2916,0.1159,-0.3803,-0.539,-0.1686
SLC22A23,0.1168,-0.0741,0.0329,-0.0534,0.0617,-0.1112,-0.0451,-0.0427,0.2518,0.01,0.2702,0.1428,-0.0005,-0.1974,0.0403,0.0374,0.0457,0.1359,-0.3756,-0.1447,-0.068,0.0134,-0.1024,0.0277,0.0318,0.0468,-0.3455,0.0365,-0.3048,-0.0944,-0.0815,-0.2565
GPR68,-0.0418,-0.0085,0.1009,0.2504,0.2405,0.1444,0.0307,0.2978,0.0638,-0.0417,0.499,-0.0104,0.0072,-0.0404,-0.0098,-0.0481,0.0125,-0.0252,-0.1186,0.0412,0.0012,0.76,0.7358,-0.1192,0.3642,0.0619,0.019,0.0117,-0.0417,-0.0291,-0.0294,-0.0319
CD58,0.1071,-0.0356,0.0104,-0.0532,0.1319,0.6206,0.0532,-0.1003,0.1088,0.5681,0.1081,-0.181,0.2202,0.2148,0.1922,0.1325,-0.1425,-0.1025,0.1427,-0.0952,0.0358,0.59,-0.0155,-0.0864,0.3688,0.2373,-0.0369,-0.2042,0.0131,-0.0519,-0.1668,-0.3389
KIRREL2,-0.0009,-0.0093,0.0654,0.0089,0.0464,0.1125,0.001,0.7944,0.0621,0.4448,0.0192,-0.0,-0.0252,-0.0139,0.018,0.2437,0.107,0.1047,0.0652,0.796,0.1748,-0.925,1.48,-0.0,0.501,-0.0769,0.2809,1.2794,0.0009,0.0375,1.0748,0.0027
ASTN2,-0.0096,-0.0335,-0.058,0.2445,-0.1625,0.1994,-0.0366,0.2898,-0.0786,0.194,0.0102,0.4787,0.1111,0.1251,0.1126,0.3542,0.0455,0.0204,0.1959,-0.0068,-0.1019,-0.0197,0.6305,0.2435,0.2201,-0.1179,-0.3319,0.444,-0.0233,-0.1028,-0.0276,0.5008
SLC5A5,0.0809,0.0472,0.0399,0.0352,0.0653,0.0996,-0.0015,-0.0122,0.3039,-0.0033,0.0649,0.0,0.0,0.0,0.0194,-0.0018,0.0645,0.0327,0.0026,0.0044,0.2491,0.1094,0.016,0.006,0.0071,-0.535,0.6324,0.023,-0.3705,0.1311,0.0,0.0
HTR2B,0.3884,-0.3364,-0.0483,0.0225,-0.1328,0.1815,-0.0903,0.0,-0.0387,0.0155,-0.0119,-0.024,-0.0177,-0.0705,0.0453,0.0029,0.0568,0.0,0.1339,0.1143,-0.0397,0.6901,-0.3381,-0.0052,0.3637,0.1239,0.0034,-0.0059,-0.1095,-0.2833,-0.2341,0.1314
ANTXR1,0.0098,-0.2126,-0.1563,0.0894,-0.3897,0.6132,0.0393,0.3843,0.0088,0.4019,-0.0691,-0.0642,0.3604,0.2658,0.0388,0.4932,-0.0951,-0.0525,-0.2535,0.2793,-0.2593,0.9552,-0.3501,-0.1199,0.6435,0.4239,-0.0655,-0.3643,-0.1743,-0.3433,-0.142,-0.404
OPRL1,0.4683,-0.0678,0.0308,0.1157,-0.0051,0.1735,-0.0144,-0.124,0.0029,-0.0793,-0.0139,0.0004,0.1638,0.1189,0.0146,-0.0359,-0.0132,-0.0579,0.2253,0.1312,0.0675,0.0767,0.1412,-0.0128,0.5774,0.0067,-0.3428,0.1514,0.0075,0.0289,0.3506,0.1404
FCRL4,0.0,0.0,0.0098,0.0186,0.0097,0.0,0.0003,0.4007,0.0174,0.0,0.0643,0.0,0.0,0.0,0.0,0.0,0.1059,0.0517,0.0,0.0,0.0,0.0925,0.0,0.0,0.0,0.0864,0.0063,0.0262,0.0,0.0,0.0,0.0
SLC16A4,0.4294,-0.0399,-0.135,-0.003,-0.1519,0.178,-0.0077,0.0226,-0.1067,0.5839,-0.1135,-0.2289,0.3066,0.2834,-0.0547,0.2863,0.103,-0.2735,0.6607,0.2107,-0.2401,0.7533,-0.079,-0.1682,0.1318,0.1995,-0.1509,-0.1428,0.177,-0.1226,-0.0488,0.3217
NPY4R,0.0,-0.0,0.0204,-0.012,0.0251,0.4312,-0.1497,0.0,0.2336,-0.0,0.0753,0.0,0.0728,0.0471,-0.0161,0.0,-0.0317,-0.0278,-0.007,1.2338,0.002,0.428,-0.0913,0.7112,0.0,0.0558,-0.0159,-0.0,-0.0134,0.0,0.0,-0.0
CNTN5,-0.0287,-0.0644,0.0114,0.0397,-0.0112,0.0,-0.0041,0.0,0.1207,-0.0124,0.0223,-0.0,-0.0021,-0.0058,0.0,0.0143,0.0353,0.2518,0.0,0.0829,0.02,0.0224,0.0,0.0028,0.1294,-0.0005,-0.0388,0.0365,-0.1383,0.0639,0.2411,-0.0
GPR108,0.0281,0.0831,0.0078,-0.0019,-0.067,0.2684,-0.0723,-0.0721,-0.0526,0.183,-0.061,-0.0196,0.0455,0.0871,0.1141,0.1204,-0.0681,-0.1171,-0.0053,-0.0228,-0.1252,0.2057,-0.0686,-0.031,0.3728,-0.0114,-0.1094,0.0328,-0.0008,-0.081,-0.1821,-0.0222
TMIGD2,1.063,0.0027,-0.0154,0.0012,0.2134,0.0247,-0.0364,-0.2053,0.0555,0.1373,0.0319,0.0042,0.0769,0.0399,-0.0031,0.3517,-0.0403,-0.0445,0.1911,0.0973,0.0013,0.2328,0.1574,-0.0052,0.2233,0.0556,-0.0116,1.5219,-0.0023,0.0246,0.0127,-0.0041
GPR82,0.3896,-0.0,-0.0085,0.0164,0.0029,0.0,-0.0082,0.0524,0.0932,0.9333,0.0145,0.0,0.1723,0.0651,0.001,0.1145,0.0397,0.0046,0.0176,0.0356,0.0341,0.0426,-0.0,-0.0008,0.1179,0.1008,0.0808,0.0408,0.0013,-0.0017,-0.0,-0.0
GPR3,0.1249,0.1485,0.0613,-0.0198,0.0197,0.0888,0.0721,0.0,0.2311,0.2175,0.0391,0.1722,0.2035,-0.0116,0.014,-0.0717,-0.0739,-0.0655,0.3605,0.0143,0.0712,0.1035,0.5169,-0.0193,0.5535,0.1472,0.5368,-0.0077,-0.0617,0.0391,0.3326,0.1915
SLC10A3,-0.0541,0.1708,-0.0083,0.0114,0.083,0.5005,0.092,0.0288,0.0754,0.2514,0.1362,0.0355,0.1076,0.0817,0.1139,0.1083,-0.0075,0.0438,-0.1705,0.1149,-0.0171,0.3202,-0.0055,-0.0557,0.377,0.189,0.0748,-0.0094,-0.0367,-0.0861,-0.1282,-0.2295
